名前,個人URL,ORCID,所属、役職,所属、役職URL,住所,アクセス方法,研究キーワード
"原田 昌道 (HARADA, Masamichi) ",https://samurai.nims.go.jp//profiles/harada_masamichi,https://orcid.org/0000-0002-7321-0733,,,"305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"原田 善之 (HARADA, Yoshitomo) ",https://samurai.nims.go.jp//profiles/harada_yoshitomo,https://orcid.org/0000-0001-9380-2106,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,データサービスチーム,NIMSエンジニア職,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj5c0,https://samurai.nims.go.jp//profiles?employee_position=P7670","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"マイクロ・ナノデバイス 薄膜・表面界面物性 表面分析"
"ハレム ランディ (JALEM, Randy) ",https://samurai.nims.go.jp//profiles/jalem_randy,https://orcid.org/0000-0001-9505-771X,"エネルギー・環境材料研究拠点,界面計算科学グループ,主任研究員,エネルギー・環境材料研究拠点,先進蓄電池研究開発拠点,計算科学チーム,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq370,https://samurai.nims.go.jp//profiles?employee_position=G5500,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq600,https://samurai.nims.go.jp//profiles?unit=rq690,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"韓 光植 (HAN, Kwangsik) ",https://samurai.nims.go.jp//profiles/han_kwangsik,https://orcid.org/0000-0002-5701-5348,"構造材料研究拠点,設計・創造分野,計算構造材料グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rta00,https://samurai.nims.go.jp//profiles?unit=rta80,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"バジルキフ オレグ (VASYLKIV, Oleg) ",https://samurai.nims.go.jp//profiles/oleg_vasylkiv,https://orcid.org/0000-0002-5041-6130,"機能性材料研究拠点,光機能分野,セラミックスプロセッシンググループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc20,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"ceramic engineering, nano-engineering, nano-composites, spark plasma sintering, reactive consolidation, flash sintering, flash SPS, nano-structured composites, nano-powders, nano-ceramic, hard ceramic, tough ceramic, flexural strength behavior, ultra-high elevated temperature strength, dynamic toughness,  highly ordered nano-scale structure, self-assembled magnetite-chitosan nanostructures, boron carbide, boron suboxide, titanium diboride, tantalum boride, tantalum carbide, niobium boride, niobium carbide, zirconium boride, silicon carbide,vanadium diboride, zirconium oxide"
"馬場 哲也 (BABA, Tetsuya) ",https://samurai.nims.go.jp//profiles/baba_tetsuya,https://orcid.org/0000-0001-5820-3757,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,熱エネルギー変換材料グループ,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2d0,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"バンディオパダヤイ アニルバン (BANDYOPADHYAY, Anirban) ",https://samurai.nims.go.jp//profiles/anirban_bandyopadhyay,https://orcid.org/0000-0002-8823-4914,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,光機能分子材料グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2m0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"Cellular Automata, Organic molecule, Computation"
"坂内 英典 (BANNAI, Eisuke) ",https://samurai.nims.go.jp//profiles/bannai_eisuke,https://orcid.org/0000-0002-4238-8416,"国際ナノアーキテクトニクス研究拠点(MANA),客員研究者,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?employee_position=P8500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"伴野 信哉 (BANNO, Nobuya) ",https://samurai.nims.go.jp//profiles/banno_nobuya,https://orcid.org/0000-0002-7141-541X,"機能性材料研究拠点,電気・電子機能分野,低温超伝導線材グループ,主幹研究員,技術開発・共用部門,低温応用ステーション,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpb60,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh3a0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"超伝導材料冶金,線材化（Nb3Sn, Nb3Al, HTS, MgB2など),超伝導接続,拡散反応制御,平衡・非平衡組織制御,急熱急冷処理,準安定相,金属加工プロセス,臨界電流特性,耐ひずみ特性,核融合,加速器,NMR応用"
"パン ホン (PANG, Hong) ",https://samurai.nims.go.jp//profiles/pang_hong,https://orcid.org/0000-0002-9286-082X,"先端材料解析研究拠点,原子構造物性分野,電子顕微鏡グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf300,https://samurai.nims.go.jp//profiles?unit=kf310,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"樋口 昌芳 (HIGUCHI, Masayoshi) ",https://samurai.nims.go.jp//profiles/higuchi_masayoshi,https://orcid.org/0000-0001-9877-1134,"機能性材料研究拠点,ポリマー・バイオ分野,電子機能高分子グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa20,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"高分子,超分子,錯体化学,有機合成, 電気化学, フレキシブルフィルムデバイス,表示素子,調光ガラス"
"菱田 俊一 (HISHITA, Shunichi) ",https://samurai.nims.go.jp//profiles/hishita_shunichi,https://orcid.org/0000-0002-1268-4337,,,"305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"機能材料・デバイス 薄膜・表面界面物性 イオンビーム"
"檜原 高明 (HIBARU, Takaaki) ",https://samurai.nims.go.jp//profiles/hibaru_takaaki,https://orcid.org/0000-0002-7970-0936,"技術開発・共用部門,材料創製・加工ステーション,材料創製グループ,主幹エンジニア,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh320,https://samurai.nims.go.jp//profiles?unit=kh321,https://samurai.nims.go.jp//profiles?employee_position=G5350","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"平井 孝昌 (HIRAI, Takamasa) ",https://samurai.nims.go.jp//profiles/hirai_takamasa,https://orcid.org/0000-0002-5577-8018,"磁性・スピントロニクス材料研究拠点,スピンエネルギーグループ,研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs250,https://samurai.nims.go.jp//profiles?employee_position=G5800","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"平井 悠一 (HIRAI, Yuichi) ",https://samurai.nims.go.jp//profiles/hirai_yuichi,https://orcid.org/0000-0002-0252-1243,"グローバル中核部門,若手国際研究センター,ＩＣＹＳ－ＮＡＭＩＫＩ,ICYS-Namiki研究員,","https://samurai.nims.go.jp//profiles?unit=gi000,https://samurai.nims.go.jp//profiles?unit=gi100,https://samurai.nims.go.jp//profiles?unit=gi120,https://samurai.nims.go.jp//profiles?employee_position=L1150","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"平田 和人 (HIRATA, Kazuto) ",https://samurai.nims.go.jp//profiles/hirata_kazuto,https://orcid.org/0000-0001-8241-5100,"機能性材料研究拠点,電気・電子機能分野,低温超伝導線材グループ,NIMSエンジニア職,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpb60,https://samurai.nims.go.jp//profiles?employee_position=P7670","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"超伝導,磁束量子,酸化物高温超伝導体"
"平田 千佳 (HIRATA, Chika) ",https://samurai.nims.go.jp//profiles/hirata_chika,https://orcid.org/0000-0001-9952-9657,"機能性材料研究拠点,ポリマー・バイオ分野,電子機能高分子グループ,研究業務員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa20,https://samurai.nims.go.jp//profiles?employee_position=P7800","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"ヒル ジョナサン (HILL, Jonathan) ",https://samurai.nims.go.jp//profiles/jonathan_hill,https://orcid.org/0000-0002-4229-5842,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,光機能分子材料グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2m0,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"Self-assembly, Organic-inorganic hybrid"
"蛭川 寿 (HIRUKAWA, Hisashi) ",https://samurai.nims.go.jp//profiles/hirukawa_hisashi,https://orcid.org/0000-0001-9057-6609,"構造材料研究拠点,解析・評価分野,疲労特性グループ,主幹研究員,構造材料研究拠点,構造材料試験プラットフォーム,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc10,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rt200,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"廣井 卓思 (HIROI, Takashi) ",https://samurai.nims.go.jp//profiles/hiroi_takashi,https://orcid.org/0000-0001-6881-1334,"グローバル中核部門,若手国際研究センター,ＩＣＹＳ－ＳＥＮＧＥＮ,ICYS-Sengen研究員,","https://samurai.nims.go.jp//profiles?unit=gi000,https://samurai.nims.go.jp//profiles?unit=gi100,https://samurai.nims.go.jp//profiles?unit=gi110,https://samurai.nims.go.jp//profiles?employee_position=L1140","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"Polymer dynamics, Molecular science, Spectroscopy, Electron scattering, Neutron scattering"
"廣崎 尚登 (HIROSAKI, Naoto) ",https://samurai.nims.go.jp//profiles/hirosaki_naoto,https://orcid.org/0000-0001-9218-9557,"フェロー,機能性材料研究拠点,NIMS招聘研究員,","https://samurai.nims.go.jp//profiles?unit=ab000,https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?employee_position=P7300","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"白色LED,液晶バックライト,固体照明"
"廣澤 哲 (HIROSAWA, Satoshi) ",https://samurai.nims.go.jp//profiles/hirosawa_satoshi,https://orcid.org/0000-0001-8511-2711,"磁性・スピントロニクス材料研究拠点,元素戦略磁性材料研究拠点,代表研究者,磁性・スピントロニクス材料研究拠点,元素戦略磁性材料研究拠点,材料創製グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs300,https://samurai.nims.go.jp//profiles?employee_position=G0160,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs300,https://samurai.nims.go.jp//profiles?unit=rs330,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"廣田 憲之 (HIROTA, Noriyuki) ",https://samurai.nims.go.jp//profiles/hirota_noriyuki,https://orcid.org/0000-0001-9189-3673,"機能性材料研究拠点,光機能分野,微粒子工学グループ,主幹研究員,技術開発・共用部門,低温応用ステーション,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc70,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh3a0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"強磁場,磁気力,弱磁性物質"
"廣戸 孝信 (HIROTO, Takanobu) ",https://samurai.nims.go.jp//profiles/hiroto_takanobu,https://orcid.org/0000-0002-6176-5782,"技術開発・共用部門,材料分析ステーション,化学分析・Ｘ線回折グループ,エンジニア,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh330,https://samurai.nims.go.jp//profiles?unit=kh332,https://samurai.nims.go.jp//profiles?employee_position=G5900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"X-ray diffraction, quasicrystal"
"廣本 祥子 (HIROMOTO, Sachiko) ",https://samurai.nims.go.jp//profiles/hiromoto_sachiko,https://orcid.org/0000-0003-4666-6708,"構造材料研究拠点,解析・評価分野,耐食材料グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc90,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,腐食防食，表面改質，生体用金属材料，マグネシウム，生体内模擬環境
"ビジョラ ガルシア (VILLORA, Garcia) ",https://samurai.nims.go.jp//profiles/villora_garcia,https://orcid.org/0000-0001-8868-0028,"機能性材料研究拠点,光機能分野,光学単結晶グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc10,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"bulk single crystals,epitaxy, optoelectronic devices"
"ビン イスマイル イドゥアン (BIN ISMAIL, Edhuan) ",https://samurai.nims.go.jp//profiles/binismail_edhuan,https://orcid.org/0000-0003-1031-6562,"機能性材料研究拠点,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"ビン ズルケフリ モハメド アミール (BIN ZULKEFLI, Mohd Amir) ",https://samurai.nims.go.jp//profiles/zulkefli_amir,https://orcid.org/0000-0001-7013-9962,"国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,量子デバイス工学グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp3j0,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"2D Materials, Transition metal dichalcogenide (TMDC), Molybdenum ditelluride (MoTe2), Rhenium disulfide (ReS2), VOC gas sensors."
"ファトニ クレスナボンダン (FATHONI, Kresna Bondan) ",https://samurai.nims.go.jp//profiles/fathoni_kresnabondan,https://orcid.org/0000-0002-9452-976X,"磁性・スピントロニクス材料研究拠点,NIMSジュニア研究員,磁性・スピントロニクス材料研究拠点,研修生,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?employee_position=P8000,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?employee_position=P9300","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"方 蕾 (FANG, Lei) ",https://samurai.nims.go.jp//profiles/fang_lei,https://orcid.org/0000-0003-4706-0521,"統合型材料開発・情報基盤部門,データ駆動無機材料グループ,NIMSエンジニア職,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj930,https://samurai.nims.go.jp//profiles?employee_position=P7670","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"フォピアノ ルカ (FOPPIANO, Luca) ",https://samurai.nims.go.jp//profiles/foppiano_luca,https://orcid.org/0000-0002-6114-6164,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,材料データベースグループ,NIMSエンジニア職,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj590,https://samurai.nims.go.jp//profiles?employee_position=P7670","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"深田 直樹 (FUKATA, Naoki) ",https://samurai.nims.go.jp//profiles/fukata_naoki,https://orcid.org/0000-0002-0986-8485,"国際ナノアーキテクトニクス研究拠点(MANA),MANA主任研究者,国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,半導体ナノ構造物質グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?employee_position=G0600,https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2j0,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"ナノ材料・ナノバイオサイエンス 物性I 応用物性・結晶工学"
"藤井 和子 (FUJII, Kazuko) ",https://samurai.nims.go.jp//profiles/fujii_kazuko,https://orcid.org/0000-0001-7827-7665,"機能性材料研究拠点,ポリマー・バイオ分野,電子機能高分子グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa20,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"有機／無機複合体,熱可塑性,層状化合物"
"藤井 宏樹 (FUJII, Hiroki) ",https://samurai.nims.go.jp//profiles/fujii_hiroki,https://orcid.org/0000-0002-9512-1061,"機能性材料研究拠点,電気・電子機能分野,超伝導システムグループ,主席研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpbb0,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"超伝導材料,MRI,エネルギー損失ゼロ"
"藤﨑 百合恵 (FUJISAKI, Yurie) ",https://samurai.nims.go.jp//profiles/fujisaki_yurie,https://orcid.org/0000-0002-5431-6882,,,"305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"藤田 大介 (FUJITA, Daisuke) ",https://samurai.nims.go.jp//profiles/fujita_daisuke,https://orcid.org/0000-0001-7025-0265,"技術開発・共用部門,微細構造解析プラットフォーム推進室,運営責任者,","https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh500,https://samurai.nims.go.jp//profiles?employee_position=G0320","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"応力場 走査型プローブ顕微鏡 超高真空"
"藤田 裕一 (FUJITA, Yuichi) ",https://samurai.nims.go.jp//profiles/fujita_yuichi,https://orcid.org/0000-0002-1798-1066,"グローバル中核部門,若手国際研究センター,ＩＣＹＳ－ＳＥＮＧＥＮ,ICYS-Sengen研究員,","https://samurai.nims.go.jp//profiles?unit=gi000,https://samurai.nims.go.jp//profiles?unit=gi100,https://samurai.nims.go.jp//profiles?unit=gi110,https://samurai.nims.go.jp//profiles?employee_position=L1140","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"藤間 淳 (FUJIMA, Jun) ",https://samurai.nims.go.jp//profiles/fujima_jun,https://orcid.org/0000-0002-0858-8035,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,材料データ解析グループ,客員研究者,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj5a0,https://samurai.nims.go.jp//profiles?employee_position=P8500","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"藤原 康裕 (FUJIWARA, Yasuhiro) ",https://samurai.nims.go.jp//profiles/fujiwara_yasuhiro,https://orcid.org/0000-0003-1005-6131,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,データシステムグループ,主幹エンジニア,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj580,https://samurai.nims.go.jp//profiles?employee_position=G5350","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"不動寺 浩 (FUDOUZI, Hiroshi) ",https://samurai.nims.go.jp//profiles/fudouzi_hiroshi,https://orcid.org/0000-0003-1442-4667,"機能性材料研究拠点,光機能分野,コロイド結晶材料グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc60,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"コロイド結晶,オパール,構造色,フォトニック結晶,ソフトリソグラフィ,微粒子アセンブル,マイクロパターニング"
"舟橋 司朗 (FUNAHASHI, Shiro) ",https://samurai.nims.go.jp//profiles/funahashi_shiro,https://orcid.org/0000-0002-9381-3603,,,"305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"古月 暁 (HU, Xiao) ",https://samurai.nims.go.jp//profiles/hu_xiao,https://orcid.org/0000-0001-6880-402X,"国際ナノアーキテクトニクス研究拠点(MANA),MANA主任研究者,国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,ナノシステム物性理論グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?employee_position=G0600,https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp3f0,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"topology physics, superconductivity, nano photonis"
"古林 孝夫 (FURUBAYASHI, Takao) ",https://samurai.nims.go.jp//profiles/furubayashi_takao,https://orcid.org/0000-0001-8082-5237,"磁性・スピントロニクス材料研究拠点,運営室,室長,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs100,https://samurai.nims.go.jp//profiles?employee_position=G2200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"スピントロニクス,高密度HDD,読み出しヘッド"
"古谷 佳之 (FURUYA, Yoshiyuki) ",https://samurai.nims.go.jp//profiles/furuya_yoshiyuki,https://orcid.org/0000-0002-3039-5280,"構造材料研究拠点,解析・評価分野,疲労特性グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc10,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,機械材料・材料力学
"ブルガリビッチ ドミトリー (BULGAREVICH, Dmitry) ",https://samurai.nims.go.jp//profiles/dmitry_bulgarevich,https://orcid.org/0000-0002-7086-8396,"構造材料研究拠点,接合・造型分野,積層スマート材料グループ,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtb00,https://samurai.nims.go.jp//profiles?unit=rtb60,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"ブールジュ セドリック ミシェル クロード (BOURGES, Cedric Michel Claude) ",https://samurai.nims.go.jp//profiles/bourges_cedric,https://orcid.org/0000-0001-9056-0420,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,熱エネルギー変換材料グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2d0,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"何 東風 (HE, Dongfeng) ",https://samurai.nims.go.jp//profiles/he_dongfeng,https://orcid.org/0000-0001-5670-4419,"構造材料研究拠点,接合・造型分野,積層スマート材料グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtb00,https://samurai.nims.go.jp//profiles?unit=rtb60,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"SQUID, AMR, GMR, NDE, NQR, NMR"
